property_id	property_name	source	snapshot	as_of_date	year	month	status	level	metric	value
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	My Hotel	RN	372
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Comp Set	RN	393
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Market	RN	957
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	My Hotel	RN	55
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Comp Set	RN	185
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Market	RN	337
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Comp Set	RN	146
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Market	RN	352
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	My Hotel	RN	51
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Comp Set	RN	987
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Market	RN	1583
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	My Hotel	RN	226
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Comp Set	RN	1115
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Market	RN	3237
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	My Hotel	RN	175
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Comp Set	RN	388
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Market	RN	1929
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	My Hotel	ADR	413
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	Comp Set	ADR	548
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	My Hotel	ADR	480
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	Comp Set	ADR	546
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	My Hotel	ADR	484
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	Comp Set	ADR	502
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	My Hotel	ADR	485
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	Comp Set	ADR	557
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	My Hotel	ADR	1316
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	Comp Set	ADR	676
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Market	ADR	-0.889
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Market	ADR	-1
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Market	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Market	ADR	0.636
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Market	ADR	0.624
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	My Hotel	RevPAR	106
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	Comp Set	RevPAR	53
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	My Hotel	RevPAR	173
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	Comp Set	RevPAR	80
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	My Hotel	RevPAR	86
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	Comp Set	RevPAR	48
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	My Hotel	RevPAR	101
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	Comp Set	RevPAR	57
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	My Hotel	RevPAR	194
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	Comp Set	RevPAR	70
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Definite	Market	RevPAR	0.646
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Definite	Market	RevPAR	-1
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Definite	Market	RevPAR	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Definite	Market	RevPAR	3.064
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Definite	Market	RevPAR	39.612
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	My Hotel	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Comp Set	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Market	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	My Hotel	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Comp Set	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Market	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	My Hotel	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Comp Set	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Market	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	My Hotel	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Comp Set	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Market	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	My Hotel	OCC	0.012
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Comp Set	OCC	0.036
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Market	OCC	0.029
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	My Hotel	OCC	0.003
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Comp Set	OCC	0.05
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Market	OCC	0.041
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	My Hotel	OCC	0.094
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Comp Set	OCC	0.025
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Market	OCC	0.024
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	My Hotel	OCC	0.003
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Comp Set	OCC	0.039
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Market	OCC	0.017
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	My Hotel	OCC	0.002
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Comp Set	OCC	0.06
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Market	OCC	0.031
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	My Hotel	OCC	0.055
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Comp Set	OCC	0.113
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Market	OCC	0.053
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	My Hotel	OCC	0.169
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Comp Set	OCC	0.167
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Market	OCC	0.103
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	My Hotel	OCC	0.107
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Comp Set	OCC	0.054
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Market	OCC	0.041
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Comp Set	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Market	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Comp Set	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Market	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Comp Set	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Market	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Comp Set	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Market	RN	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	My Hotel	RN	104
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Comp Set	RN	1577
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Market	RN	3393
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	My Hotel	RN	27
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Comp Set	RN	2107
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Market	RN	4683
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	My Hotel	RN	783
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Comp Set	RN	1088
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Market	RN	2845
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	My Hotel	RN	22
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Comp Set	RN	1688
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Market	RN	1973
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	My Hotel	RN	20
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Comp Set	RN	2517
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Market	RN	3491
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	My Hotel	RN	464
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Comp Set	RN	4926
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Market	RN	6264
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	My Hotel	RN	1368
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Comp Set	RN	7023
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Market	RN	11695
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	My Hotel	RN	895
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Comp Set	RN	2336
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Market	RN	4849
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Aug	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Sep	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Oct	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Nov	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	My Hotel	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Comp Set	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Dec	Tentative	Market	ADR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jan	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Feb	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Mar	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Apr	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	May	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jun	Tentative	Market	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	My Hotel	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Comp Set	RevPAR	
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-May-04	2026-05-04	2026	Jul	Tentative	Market	RevPAR	
